MATRICULA,MEDIA_CONSUMO,DESVIO_PADRAO_CONSUMO,CONSUMO_MINIMO,CONSUMO_MAXIMO,CATEGORIA,CONTAGEM_MATRICULA,FRAUDADOR
17925079,50.75,19.74,33.0,91.0,1,0,0
17925094,9.33,2.61,3.0,13.0,1,0,0
17925100,18.08,7.5,0.0,29.0,1,0,0
17925115,11.5,1.73,7.0,13.0,1,0,0
17925133,0.67,2.31,0.0,8.0,1,0,0
17925156,1.0,0.0,1.0,1.0,1,0,0
17925166,9.92,5.47,3.0,18.0,1,1,1
17925169,0.0,0.0,0.0,0.0,1,1,1
17925173,23.6,8.19,13.0,35.0,1,1,1
17925176,3.0,0.85,2.0,5.0,1,0,0
17925226,3.67,2.67,2.0,12.0,1,0,0
17925249,4.5,2.47,0.0,8.0,1,0,0
17925254,10.25,5.21,6.0,26.0,1,1,1
17925275,0.0,0.0,0.0,0.0,1,0,0
17925281,6.17,2.08,4.0,12.0,1,0,0
17925286,7.67,1.44,6.0,10.0,1,0,0
17925287,0.5,0.52,0.0,1.0,1,0,0
17925318,1.83,0.83,1.0,3.0,1,0,0
17925329,1.83,0.58,1.0,3.0,1,0,0
17925385,25.42,4.62,17.0,36.0,1,0,0
17925454,2.58,0.67,2.0,4.0,1,0,0
17925459,25.58,2.87,20.0,31.0,1,0,0
17925469,0.67,0.58,0.0,1.0,1,2,1
17925486,12.33,10.88,0.0,29.0,1,2,1
17925496,2.33,1.03,1.0,4.0,1,1,1
17925510,0.67,0.58,0.0,1.0,1,0,0
17925547,4.75,2.99,2.0,12.0,1,1,1
17925560,14.83,3.13,9.0,20.0,1,1,1
17925562,0.67,0.49,0.0,1.0,1,0,0
17925608,1.58,0.67,1.0,3.0,1,0,0
17925662,7.17,2.89,0.0,11.0,1,0,0
17925681,0.67,1.78,0.0,6.0,1,0,0
17925688,3.92,0.51,3.0,5.0,1,0,0
17925702,8.25,3.28,2.0,13.0,1,0,0
17925752,5.5,2.39,0.0,9.0,1,0,0
17925757,18.0,0.0,18.0,18.0,1,1,1
17925789,4.92,1.08,3.0,7.0,1,0,0
17925799,0.0,0.0,0.0,0.0,1,0,0
17925810,0.92,1.38,0.0,5.0,1,1,1
17925821,0.42,0.67,0.0,2.0,1,0,0
17925824,4.17,2.04,2.0,7.0,1,1,1
17925845,0.0,0.0,0.0,0.0,1,0,0
17925869,14.25,1.5,13.0,16.0,1,0,0
17925884,1.75,0.5,1.0,2.0,1,0,0
17925979,0.0,0.0,0.0,0.0,1,1,1
17926007,17.58,38.59,0.0,137.0,1,4,1
17926034,9.33,1.67,6.0,12.0,1,0,0
17926061,0.0,0.0,0.0,0.0,1,0,0
17926081,0.17,0.39,0.0,1.0,1,3,1
17926094,2.5,3.12,0.0,7.0,1,0,0
17926098,5.67,1.3,2.0,7.0,1,0,0
17926121,2.0,0.0,2.0,2.0,1,0,0
17926122,3.33,1.15,2.0,5.0,1,0,0
17926146,3.58,1.78,1.0,8.0,1,0,0
17926176,1.62,0.92,0.0,3.0,1,0,0
17926194,2.0,0.43,1.0,3.0,1,0,0
17926199,11.58,29.66,0.0,98.0,1,0,0
17926225,2.75,6.7,0.0,21.0,1,1,1
17926284,0.0,0.0,0.0,0.0,1,0,0
17926291,0.0,0.0,0.0,0.0,1,0,0
17926292,4.91,2.43,2.0,9.0,1,0,0
17926294,3.08,1.51,1.0,6.0,1,0,0
17926297,0.0,0.0,0.0,0.0,1,0,0
17926316,9.08,2.39,6.0,14.0,1,0,0
17926327,6.42,2.57,3.0,10.0,1,2,1
17926460,0.0,0.0,0.0,0.0,1,0,0
17926484,3.83,1.11,2.0,6.0,1,0,0
17926532,11.5,7.76,2.0,22.0,1,5,1
17926543,2.42,2.78,0.0,9.0,1,0,0
17926554,0.17,0.39,0.0,1.0,1,0,0
17926579,7.0,2.12,5.0,10.0,1,0,0
17926616,0.92,0.51,0.0,2.0,1,0,0
17926624,0.0,0.0,0.0,0.0,1,1,1
17926644,3.75,2.86,0.0,10.0,1,0,0
17926712,12.08,3.63,8.0,20.0,1,0,0
17926735,6.67,1.97,3.0,10.0,1,0,0
17926736,55.25,5.96,46.0,69.0,1,0,0
17926742,0.0,0.0,0.0,0.0,1,0,0
17926747,1.25,0.62,0.0,2.0,1,0,0
17926820,0.0,0.0,0.0,0.0,1,1,1
17926828,0.0,0.0,0.0,0.0,1,0,0
17926867,2.92,1.62,1.0,6.0,1,0,0
17926894,0.0,0.0,0.0,0.0,1,0,0
17926957,0.0,0.0,0.0,0.0,1,0,0
17926958,2.0,0.6,1.0,3.0,1,1,1
17927010,13.92,3.48,6.0,20.0,1,0,0
17927011,0.0,0.0,0.0,0.0,1,0,0
17927027,9.2,1.3,8.0,11.0,1,0,0
17927055,6.75,1.96,4.0,10.0,1,0,0
17927093,6.42,0.9,5.0,8.0,1,0,0
17927103,6.3,2.11,3.0,10.0,1,0,0
17927105,0.0,0.0,0.0,0.0,1,0,0
17927115,0.0,0.0,0.0,0.0,1,0,0
17927134,1.58,0.67,1.0,3.0,1,1,1
17927159,0.08,0.29,0.0,1.0,1,0,0
17927170,0.62,0.74,0.0,2.0,1,0,0
17927176,16.83,8.67,8.0,38.0,1,0,0
17927185,1808.33,415.55,547.0,2172.0,1,0,0
17927198,14.0,5.17,7.0,23.0,1,0,0
17927216,14.42,14.53,3.0,56.0,1,0,0
17927219,3.33,0.89,2.0,5.0,1,0,0
17927261,0.42,0.67,0.0,2.0,1,1,1
17927350,4.25,0.87,3.0,6.0,1,0,0
17927374,15.42,1.78,12.0,18.0,1,0,0
17927380,4.29,1.98,0.0,6.0,1,0,0
17927423,8.5,2.02,6.0,13.0,1,0,0
17927425,2.67,1.78,1.0,7.0,1,0,0
17927477,9.17,1.03,7.0,11.0,1,0,0
17927489,1.17,0.39,1.0,2.0,1,0,0
17927490,3.25,1.14,2.0,6.0,1,0,0
17927492,0.0,0.0,0.0,0.0,1,0,0
17927540,1.67,2.02,0.0,6.0,1,0,0
17927573,2.33,2.52,0.0,5.0,1,0,0
17927577,6.58,3.29,2.0,14.0,1,0,0
17927581,0.75,1.48,0.0,5.0,1,4,1
17927616,4.08,0.67,3.0,5.0,1,0,0
17927625,0.67,0.58,0.0,1.0,1,1,1
17927642,6.25,9.51,2.0,36.0,1,0,0
17927648,3.08,3.48,0.0,12.0,1,4,1
17927661,2.42,0.67,1.0,3.0,1,0,0
17927701,0.0,0.0,0.0,0.0,1,0,0
17927702,2.08,3.0,0.0,10.0,1,0,0
17927703,0.83,0.72,0.0,2.0,1,0,0
17927704,1.5,2.47,0.0,8.0,1,0,0
17927705,1.0,0.0,1.0,1.0,1,1,1
17927722,6.5,1.0,5.0,8.0,1,0,0
17927725,24.8,4.32,21.0,32.0,1,1,1
17927782,8.92,4.81,4.0,22.0,1,0,0
17927789,0.0,0.0,0.0,0.0,1,0,0
17927800,33.58,19.78,16.0,73.0,1,0,0
17927825,5.17,1.53,3.0,8.0,1,0,0
17927827,24.08,2.02,21.0,26.0,1,0,0
17927884,3.75,0.75,3.0,5.0,1,0,0
17927885,4.0,0.0,4.0,4.0,1,0,0
17927933,7.92,1.51,5.0,11.0,1,0,0
17927950,25.42,15.19,0.0,67.0,1,0,0
17927951,0.0,0.0,0.0,0.0,1,1,1
17927952,2.08,3.5,0.0,13.0,1,0,0
17927955,1.0,0.0,1.0,1.0,1,0,0
17927961,1.75,0.75,0.0,3.0,1,0,0
17927966,0.0,0.0,0.0,0.0,1,0,0
17927968,15.67,1.44,14.0,18.0,1,0,0
17928002,0.17,0.58,0.0,2.0,1,0,0
17928005,0.5,0.52,0.0,1.0,1,0,0
17928011,2.0,0.43,1.0,3.0,1,0,0
17928012,0.0,0.0,0.0,0.0,1,1,1
17928013,8.0,4.69,2.0,18.0,1,0,0
17928014,30.17,10.04,6.0,42.0,1,0,0
17928016,0.42,0.67,0.0,2.0,1,0,0
17928017,0.0,0.0,0.0,0.0,1,0,0
17928018,10.0,1.81,8.0,14.0,1,0,0
17928020,10.0,3.27,6.0,14.0,1,0,0
17928023,2.5,0.67,1.0,3.0,1,0,0
17928036,3.17,0.58,2.0,4.0,1,0,0
17928063,156.08,56.78,104.0,267.0,1,2,1
17928107,8.25,2.63,6.0,16.0,1,0,0
17928108,3.67,1.97,2.0,9.0,1,0,0
17928109,1.92,0.67,1.0,3.0,1,0,0
17928110,3.0,1.91,1.0,7.0,1,0,0
17928111,6.25,1.82,4.0,9.0,1,0,0
17928130,1.92,0.51,1.0,3.0,1,0,0
17928138,0.6,1.34,0.0,3.0,1,0,0
17928139,4.25,5.1,0.0,16.0,1,1,1
17928142,1.5,0.52,1.0,2.0,1,0,0
17928143,1.5,0.67,0.0,2.0,1,1,1
17928145,0.33,0.49,0.0,1.0,1,1,1
17928152,1.08,0.79,0.0,2.0,1,0,0
17928154,15.92,3.15,12.0,21.0,1,0,0
17928155,26.92,4.78,20.0,36.0,1,2,1
17928156,4.83,2.17,2.0,9.0,1,1,1
17928165,3.0,4.24,0.0,6.0,1,0,0
17928172,25.33,2.64,21.0,29.0,1,0,0
17928197,2.17,3.19,0.0,12.0,1,0,0
17928198,0.92,0.67,0.0,2.0,1,0,0
17928215,67.5,34.36,0.0,126.0,2,1,1
17928226,0.0,0.0,0.0,0.0,1,0,0
17928229,3.17,0.39,3.0,4.0,1,0,0
17928242,0.83,0.58,0.0,2.0,1,0,0
17928246,6.0,0.0,6.0,6.0,1,0,0
17928266,2.67,3.65,0.0,11.0,1,0,0
17928271,0.0,0.0,0.0,0.0,1,0,0
17928273,25.92,8.2,12.0,40.0,1,0,0
17928276,0.0,0.0,0.0,0.0,1,2,1
17928315,0.0,0.0,0.0,0.0,1,0,0
17928328,17.25,4.57,14.0,24.0,1,0,0
17928373,0.0,0.0,0.0,0.0,1,1,1
17928392,0.0,0.0,0.0,0.0,1,1,1
17928398,0.0,0.0,0.0,0.0,1,0,0
17928399,0.0,0.0,0.0,0.0,1,0,0
17928400,10.67,6.95,0.0,20.0,1,1,1
17928402,0.0,0.0,0.0,0.0,1,0,0
17928403,0.0,0.0,0.0,0.0,1,0,0
17928404,8.89,5.06,1.0,15.0,1,0,0
17928405,0.0,0.0,0.0,0.0,1,0,0
17928406,0.0,0.0,0.0,0.0,1,0,0
17928407,0.75,0.45,0.0,1.0,1,0,0
17928408,0.42,1.16,0.0,4.0,1,0,0
17928410,0.5,1.24,0.0,4.0,1,1,1
17928412,1.17,0.39,1.0,2.0,1,0,0
17928413,4.75,3.17,0.0,11.0,1,2,1
17928414,3.75,1.54,0.0,6.0,1,0,0
17928430,0.0,0.0,0.0,0.0,1,0,0
17928431,12.25,2.83,8.0,16.0,1,0,0
17928446,19.67,7.49,13.0,41.0,1,0,0
17928481,1.57,0.98,0.0,3.0,1,0,0
17928482,0.0,0.0,0.0,0.0,1,0,0
17928491,29.17,7.12,21.0,44.0,1,0,0
17928517,1.58,0.79,1.0,3.0,1,0,0
17928521,18.2,8.07,4.0,24.0,1,0,0
17928542,27.33,6.77,19.0,35.0,1,0,0
17928561,15.08,7.08,2.0,23.0,1,0,0
17928563,0.83,1.75,0.0,5.0,1,1,1
17928566,0.17,0.39,0.0,1.0,1,0,0
17928567,0.08,0.29,0.0,1.0,1,0,0
17928598,3.67,1.15,2.0,5.0,1,0,0
17928611,1.0,0.0,1.0,1.0,1,0,0
17928614,1.0,0.43,0.0,2.0,1,0,0
17928615,43.25,6.45,34.0,57.0,1,1,1
17928620,0.75,0.62,0.0,2.0,1,0,0
17928622,0.25,0.5,0.0,1.0,1,0,0
17928626,0.67,0.65,0.0,2.0,1,0,0
17928628,3.75,3.77,0.0,9.0,1,1,1
17928629,0.0,0.0,0.0,0.0,1,0,0
17928630,0.71,1.11,0.0,3.0,1,0,0
17928677,31.67,13.58,11.0,50.0,1,0,0
17928717,1.42,1.68,0.0,4.0,1,1,1
17928718,0.25,0.62,0.0,2.0,1,2,1
17928738,0.67,0.78,0.0,2.0,1,0,0
17928740,0.0,0.0,0.0,0.0,1,1,1
17928750,6.29,6.32,1.0,19.0,1,0,0
17928767,7.17,1.85,5.0,11.0,1,0,0
17928793,45.92,25.45,24.0,120.0,1,1,1
17928796,0.0,0.0,0.0,0.0,1,0,0
17928805,1.75,1.96,0.0,6.0,1,0,0
17928808,1.58,1.78,0.0,6.0,1,0,0
17928817,17.5,3.37,13.0,22.0,1,0,0
17928860,6.08,2.23,3.0,9.0,1,1,1
17928896,0.5,0.52,0.0,1.0,1,0,0
17928903,0.0,0.0,0.0,0.0,1,0,0
17928911,10.5,2.71,7.0,14.0,1,0,0
17928913,0.75,0.62,0.0,2.0,1,0,0
17928925,0.58,0.51,0.0,1.0,1,0,0
17928933,4.0,3.22,0.0,8.0,1,0,0
17928934,4.5,2.88,1.0,10.0,1,0,0
17928939,10.83,6.21,7.0,30.0,1,1,1
17928951,2.0,0.0,2.0,2.0,1,1,1
17928952,1.17,0.72,0.0,2.0,1,0,0
17928986,24.08,6.2,11.0,32.0,1,1,1
17929006,12.75,2.31,10.0,17.0,1,0,0
17929021,17.75,2.34,15.0,22.0,1,0,0
17929042,2.83,1.47,0.0,6.0,1,0,0
17929061,0.38,0.74,0.0,2.0,1,0,0
17929064,1.0,0.0,1.0,1.0,1,0,0
17929089,21.75,10.26,11.0,40.0,2,1,1
17929133,26.14,15.53,0.0,42.0,1,1,1
17929148,0.42,0.51,0.0,1.0,1,1,1
17929177,1.5,0.52,1.0,2.0,1,0,0
17929189,0.92,0.67,0.0,2.0,1,0,0
17929196,0.0,0.0,0.0,0.0,1,0,0
17929217,0.42,0.51,0.0,1.0,1,1,1
17929221,19.83,4.34,12.0,27.0,1,0,0
17929227,1.0,0.0,1.0,1.0,1,0,0
17929241,5.5,5.47,0.0,20.0,1,0,0
17929247,0.42,0.51,0.0,1.0,1,1,1
17929274,10.67,15.7,2.0,59.0,1,0,0
17929300,0.25,0.45,0.0,1.0,1,0,0
17929301,0.42,0.51,0.0,1.0,1,0,0
17929304,0.0,0.0,0.0,0.0,1,0,0
17929306,1.33,0.49,1.0,2.0,1,1,1
17929323,2.17,0.72,1.0,3.0,1,1,1
17929330,0.42,0.51,0.0,1.0,1,0,0
17929336,9.25,4.75,0.0,17.0,1,0,0
17929337,2.75,1.28,1.0,5.0,1,0,0
17929341,1.17,0.41,1.0,2.0,1,0,0
17929343,7.43,1.9,5.0,10.0,1,0,0
17929344,3.75,2.77,1.0,9.0,1,0,0
17929349,28.67,4.98,23.0,39.0,1,1,1
17929354,0.0,0.0,0.0,0.0,1,0,0
17929361,22.83,4.24,15.0,29.0,1,0,0
17929369,28.14,9.82,21.0,50.0,1,1,1
17929410,0.0,0.0,0.0,0.0,1,0,0
17929413,0.0,0.0,0.0,0.0,1,0,0
17929432,10.0,0.0,10.0,10.0,1,0,0
17929439,1.08,1.0,0.0,3.0,1,1,1
17929443,0.92,3.18,0.0,11.0,1,1,1
17929537,0.0,0.0,0.0,0.0,1,0,0
17929614,2.25,0.96,1.0,3.0,1,0,0
17929621,4.25,1.06,2.0,6.0,1,0,0
17929637,1.5,0.52,1.0,2.0,1,0,0
17929655,1.25,0.62,0.0,2.0,1,0,0
17929729,29.0,37.2,0.0,129.0,1,1,1
17929730,6.0,6.4,0.0,20.0,1,0,0
17929739,60.08,13.32,48.0,95.0,1,0,0
17929752,0.6,0.89,0.0,2.0,1,0,0
17929769,7.67,2.67,5.0,13.0,1,0,0
17929822,0.0,0.0,0.0,0.0,1,0,0
17929830,3.33,0.78,2.0,5.0,1,0,0
17929832,0.42,0.51,0.0,1.0,1,0,0
17929834,0.0,0.0,0.0,0.0,1,0,0
17929845,0.0,0.0,0.0,0.0,1,0,0
17929847,1.58,0.67,1.0,3.0,1,0,0
17929851,0.67,0.65,0.0,2.0,1,0,0
17929852,0.0,0.0,0.0,0.0,1,0,0
17929856,0.0,0.0,0.0,0.0,1,0,0
17929859,56.83,22.8,36.0,121.0,1,0,0
17929869,247.0,101.5,37.0,404.0,1,0,0
17929878,2.0,1.87,0.0,4.0,1,0,0
17929886,8.33,2.31,6.0,13.0,1,0,0
17929887,0.0,0.0,0.0,0.0,1,0,0
17929889,1.2,0.45,1.0,2.0,1,0,0
17929900,15.75,5.68,12.0,24.0,1,1,1
17929908,0.0,0.0,0.0,0.0,1,0,0
17929916,0.56,0.53,0.0,1.0,1,0,0
17929930,0.0,0.0,0.0,0.0,1,0,0
17929949,7.33,3.21,5.0,11.0,1,1,1
17929969,8.58,8.53,4.0,31.0,1,1,1
17929985,5.42,3.0,2.0,11.0,1,0,0
17929999,97.75,57.1,0.0,185.0,1,3,1
17930001,1.17,1.27,0.0,5.0,2,0,0
17930002,0.33,0.49,0.0,1.0,2,0,0
17930003,0.92,0.51,0.0,2.0,2,0,0
17930004,1.33,0.49,1.0,2.0,2,0,0
17930005,1.67,3.92,0.0,14.0,2,0,0
17930006,0.58,0.51,0.0,1.0,2,0,0
17930007,3.83,0.83,2.0,5.0,2,0,0
17930038,1.0,1.73,0.0,3.0,1,0,0
17930066,1.08,3.75,0.0,13.0,1,4,1
17930081,29.58,6.79,15.0,42.0,1,0,0
17930089,4.42,2.31,0.0,10.0,1,0,0
17930103,3.42,0.79,2.0,4.0,1,0,0
17930106,0.17,0.39,0.0,1.0,1,0,0
17930114,2.83,2.21,1.0,8.0,1,0,0
17930126,45.33,52.85,11.0,166.0,1,0,0
17930132,1.5,0.67,1.0,3.0,1,0,0
17930135,0.4,0.55,0.0,1.0,1,0,0
17930138,94.42,50.33,57.0,221.0,1,1,1
17930145,8.17,1.85,6.0,13.0,1,0,0
17930162,9.58,4.74,0.0,18.0,1,0,0
17930169,0.0,0.0,0.0,0.0,1,1,1
17930193,0.58,2.02,0.0,7.0,1,6,1
17930204,1.5,0.67,0.0,2.0,1,0,0
17930205,2.75,3.02,1.0,12.0,1,0,0
17930214,9.0,0.0,9.0,9.0,1,0,0
17930226,0.0,0.0,0.0,0.0,1,0,0
17930292,0.0,0.0,0.0,0.0,1,0,0
17930293,1.17,0.39,1.0,2.0,1,0,0
17930344,1.62,0.74,0.0,2.0,1,0,0
17930346,0.17,0.39,0.0,1.0,1,0,0
17930365,1.5,0.71,1.0,2.0,1,0,0
17930369,7.08,3.18,3.0,12.0,1,1,1
17930383,2.75,1.06,1.0,5.0,1,0,0
17930390,30.08,9.97,8.0,48.0,1,0,0
17930398,0.0,0.0,0.0,0.0,1,0,0
17930490,24.08,11.05,13.0,52.0,1,0,0
17930495,2.17,0.83,1.0,4.0,1,0,0
17930514,5.92,2.91,4.0,15.0,1,0,0
17930515,0.5,0.8,0.0,2.0,1,0,0
17930517,10.5,0.9,9.0,12.0,1,0,0
17930522,16.4,2.07,13.0,18.0,1,0,0
17930552,2.0,0.43,1.0,3.0,1,0,0
17930555,14.42,2.31,11.0,18.0,1,0,0
17930561,3.42,1.73,1.0,6.0,1,0,0
17930563,2.57,0.79,2.0,4.0,1,0,0
17930564,6.67,1.3,4.0,8.0,1,0,0
17930565,2.0,0.74,1.0,3.0,1,0,0
17930569,0.0,0.0,0.0,0.0,1,0,0
17930603,8.58,0.9,7.0,10.0,1,0,0
17930605,0.0,0.0,0.0,0.0,1,0,0
17930640,0.0,0.0,0.0,0.0,1,2,1
17930644,0.0,0.0,0.0,0.0,1,0,0
17930648,1.5,0.71,1.0,2.0,1,1,1
17930673,20.58,2.64,15.0,24.0,1,0,0
17930704,3.17,3.33,0.0,11.0,1,0,0
17930707,0.5,1.17,0.0,4.0,1,2,1
17930915,14.08,2.71,9.0,19.0,1,0,0
17930923,0.11,0.33,0.0,1.0,1,0,0
17930938,31.67,14.02,0.0,63.0,1,0,0
17930940,0.0,0.0,0.0,0.0,1,1,1
17930961,0.0,0.0,0.0,0.0,1,0,0
17930966,0.0,0.0,0.0,0.0,1,0,0
17930972,1.33,2.61,0.0,8.0,1,0,0
17930992,21.0,9.65,1.0,32.0,1,0,0
17931003,0.0,0.0,0.0,0.0,1,0,0
17931010,33.42,39.27,0.0,113.0,1,3,1
17931011,0.0,0.0,0.0,0.0,1,0,0
17931015,5.0,1.13,4.0,7.0,1,0,0
17931030,0.5,0.84,0.0,2.0,1,0,0
17931049,0.0,0.0,0.0,0.0,1,0,0
17931050,0.0,0.0,0.0,0.0,1,0,0
17931051,0.0,0.0,0.0,0.0,1,0,0
17931052,0.0,0.0,0.0,0.0,1,0,0
17931053,0.0,0.0,0.0,0.0,1,0,0
17931054,0.83,0.83,0.0,2.0,1,0,0
17931055,0.0,0.0,0.0,0.0,1,0,0
17931057,0.25,0.45,0.0,1.0,1,0,0
17931058,0.0,0.0,0.0,0.0,1,0,0
17931085,72.08,3.29,67.0,79.0,1,0,0
17931096,11.83,4.39,7.0,19.0,1,0,0
17931097,2.0,4.45,0.0,15.0,1,0,0
17931103,12.0,3.72,7.0,19.0,1,0,0
17931104,4.58,1.44,2.0,7.0,1,0,0
17931108,2.92,1.31,2.0,6.0,1,0,0
17931120,15.0,25.98,0.0,45.0,1,0,0
17931125,2.58,0.67,2.0,4.0,1,0,0
17931146,7.0,7.63,1.0,23.0,2,0,0
17931159,64.67,31.95,19.0,121.0,2,0,0
17931160,37.83,8.49,14.0,46.0,2,0,0
17931166,0.0,0.0,0.0,0.0,1,3,1
17931167,10.08,16.56,0.0,42.0,1,0,0
17931170,8.5,0.58,8.0,9.0,1,0,0
17931190,7.5,5.42,1.0,16.0,1,2,1
17931194,3.25,2.77,0.0,7.0,1,1,1
17931211,14.75,9.19,0.0,34.0,1,0,0
17931235,0.83,0.58,0.0,2.0,1,0,0
17931249,0.0,0.0,0.0,0.0,1,0,0
17931250,0.0,0.0,0.0,0.0,1,0,0
17931251,0.56,0.53,0.0,1.0,1,0,0
17931252,1.42,0.67,1.0,3.0,1,0,0
17931253,3.0,0.0,3.0,3.0,1,0,0
17931254,0.86,0.69,0.0,2.0,1,0,0
17931255,8.67,4.56,4.0,20.0,1,0,0
17931256,1.0,0.74,0.0,2.0,1,0,0
17931281,0.0,0.0,0.0,0.0,1,0,0
17931286,4.92,0.9,3.0,6.0,1,0,0
17931294,0.0,0.0,0.0,0.0,1,0,0
17931310,5.25,1.36,4.0,9.0,1,0,0
17931333,0.0,0.0,0.0,0.0,1,0,0
17931334,1.58,0.51,1.0,2.0,1,0,0
17931340,0.75,0.71,0.0,2.0,1,0,0
17931359,11.08,2.47,8.0,18.0,1,0,0
17931360,0.0,0.0,0.0,0.0,1,2,1
17931362,11.5,5.02,0.0,19.0,1,1,1
17931365,22.25,18.55,4.0,60.0,1,3,1
17931370,1.92,2.57,0.0,7.0,1,0,0
17931386,13.33,3.98,5.0,19.0,1,0,0
17931393,4.17,0.58,3.0,5.0,1,0,0
17931397,1.0,0.0,1.0,1.0,1,0,0
17931412,1.08,0.67,0.0,2.0,1,0,0
17931413,0.0,0.0,0.0,0.0,1,0,0
17931414,1.75,0.62,1.0,3.0,1,0,0
17931415,0.6,0.55,0.0,1.0,1,0,0
17931416,18.0,34.88,2.0,128.0,1,1,1
17931421,3.58,6.2,0.0,23.0,1,0,0
17931423,2.25,0.87,1.0,4.0,1,0,0
17931428,1.33,0.89,1.0,4.0,1,0,0
17931429,0.75,0.45,0.0,1.0,1,0,0
17931430,1.33,0.65,0.0,2.0,1,0,0
17931431,0.0,0.0,0.0,0.0,1,0,0
17931432,0.0,0.0,0.0,0.0,1,0,0
17931445,0.0,0.0,0.0,0.0,1,0,0
17931473,0.0,0.0,0.0,0.0,1,6,1
17931479,6.0,0.82,5.0,7.0,1,0,0
17931481,1.17,3.74,0.0,13.0,1,1,1
17931501,8.83,18.88,0.0,56.0,1,3,1
17931513,30.42,5.92,18.0,38.0,1,0,0
17931537,2.92,5.96,0.0,19.0,1,1,1
17931547,0.0,0.0,0.0,0.0,1,0,0
17931568,1.75,2.34,0.0,7.0,1,0,0
17931573,0.0,0.0,0.0,0.0,1,0,0
17931574,0.0,0.0,0.0,0.0,1,0,0
17931605,4.25,1.14,3.0,6.0,1,0,0
17931620,2.67,1.15,2.0,4.0,1,0,0
17931635,0.5,0.9,0.0,3.0,1,0,0
17931637,2.67,1.37,0.0,4.0,1,0,0
17931638,0.0,0.0,0.0,0.0,1,0,0
17931640,0.17,0.39,0.0,1.0,1,0,0
17931643,0.58,0.67,0.0,2.0,1,0,0
17931658,0.0,0.0,0.0,0.0,1,0,0
17931668,0.0,0.0,0.0,0.0,1,1,1
17931669,0.0,0.0,0.0,0.0,1,1,1
17931701,2.75,0.62,2.0,4.0,1,0,0
17931744,0.0,0.0,0.0,0.0,1,0,0
17931745,0.0,0.0,0.0,0.0,1,0,0
17931746,0.83,1.34,0.0,3.0,1,1,1
17931747,2.67,2.19,1.0,9.0,1,0,0
17931750,17.92,2.07,16.0,22.0,1,2,1
17931763,3.17,0.83,2.0,5.0,1,0,0
17931766,7.08,4.17,2.0,16.0,1,0,0
17931772,6.92,1.16,6.0,9.0,1,0,0
17931785,4.08,2.61,2.0,12.0,1,1,1
17931823,2.5,2.02,1.0,8.0,1,1,1
17931851,1.5,0.52,1.0,2.0,1,0,0
17931853,0.0,0.0,0.0,0.0,1,1,1
17931864,0.08,0.29,0.0,1.0,1,5,1
17931866,31.67,4.81,25.0,43.0,1,0,0
17931873,0.0,0.0,0.0,0.0,1,1,1
17931901,2.44,2.07,0.0,7.0,1,1,1
17931929,0.0,0.0,0.0,0.0,1,1,1
17932004,2.75,3.31,0.0,10.0,1,0,0
17932009,10.25,8.02,3.0,34.0,1,0,0
17932054,5.08,4.72,2.0,16.0,1,0,0
17932141,1.58,0.51,1.0,2.0,1,0,0
17932142,0.5,0.71,0.0,1.0,1,0,0
17932143,0.33,0.52,0.0,1.0,1,0,0
17932144,3.33,4.38,0.0,12.0,1,0,0
17932145,0.0,0.0,0.0,0.0,1,0,0
17932146,0.25,0.87,0.0,3.0,1,0,0
17932148,0.08,0.29,0.0,1.0,1,0,0
17932149,3.67,0.89,2.0,5.0,1,0,0
17932150,4.25,1.14,3.0,7.0,1,0,0
17932151,2.5,1.17,2.0,6.0,1,0,0
17932154,1.0,0.95,0.0,3.0,1,0,0
17932164,46.5,4.72,35.0,50.0,1,0,0
17932188,11.92,3.58,8.0,19.0,1,0,0
17932189,13.08,8.02,0.0,23.0,1,0,0
17932218,5.42,2.23,2.0,9.0,1,1,1
17932310,2.83,1.4,1.0,5.0,1,0,0
17932311,1.58,0.9,0.0,3.0,1,0,0
17932319,0.0,0.0,0.0,0.0,1,0,0
17932322,3.5,3.32,0.0,11.0,1,3,1
17932334,28.5,6.83,14.0,41.0,1,0,0
17932336,54.67,12.62,42.0,84.0,1,0,0
17932348,2.25,2.22,0.0,5.0,1,0,0
17932353,2.22,2.86,0.0,8.0,1,0,0
17932406,1.25,0.97,0.0,3.0,1,0,0
17932423,36.25,11.74,18.0,52.0,1,0,0
17932426,4.0,3.02,1.0,9.0,1,0,0
17932435,5.75,12.75,0.0,45.0,1,1,1
17932458,0.67,0.89,0.0,3.0,1,0,0
17932484,40.58,26.87,11.0,86.0,1,1,1
17932492,33.17,28.09,0.0,83.0,1,0,0
17932508,7.75,1.42,6.0,11.0,1,1,1
17932518,0.88,0.64,0.0,2.0,1,0,0
17932528,20.42,4.83,15.0,29.0,1,0,0
17932530,6.5,1.38,5.0,9.0,1,0,0
17932603,0.0,0.0,0.0,0.0,1,0,0
17932606,0.0,0.0,0.0,0.0,1,0,0
17932607,0.0,0.0,0.0,0.0,1,0,0
17932609,0.0,0.0,0.0,0.0,1,0,0
17932611,0.0,0.0,0.0,0.0,1,0,0
17932612,0.0,0.0,0.0,0.0,1,2,1
17932613,0.0,0.0,0.0,0.0,1,1,1
17932614,9.75,27.5,0.0,97.0,1,0,0
17932615,0.0,0.0,0.0,0.0,1,0,0
